F1 cross,Female no.,No. of embryos,A,AB,B,WT,filename,Additional info,Observations (No. embryos not counted),cleavage,group_letter,cas9_parent,gRNA_type,target_locus,multiplex,pre_cut,mosaic,id,win,loss,pre_cut_original,gRNA_type_original
QA383P X[(1590:QA383P):2301D),37,NA,34,39,0,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,73,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,685,73,0,QA383P,2301
QA383P X[(1590:QA383P):2301D),38,NA,17,22,4,5,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,48,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,686,39,9,QA383P,2301
QA383P X[(1590:QA383P):2301D),39,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,687,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),40,NA,25,17,2,2,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,46,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,688,42,4,QA383P,2301
QA383P X[(1590:QA383P):2301D),41,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,689,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),42,NA,25,22,0,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,47,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,690,47,0,QA383P,2301
QA383P X[(1590:QA383P):2301D),43,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,691,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),44,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,692,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),45,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,693,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),46,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,694,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),47,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,695,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),48,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,not bloodfeed,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,696,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),49,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,not bloodfeed,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,697,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),50,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,not bloodfeed,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,698,NA,NA,QA383P,2301
